	cell9
2122	37.617
2123	36.9
2124	37.417
2125	37.617
2126	36.833
2127	37.2
2128	37.867
2129	36.033
2130	37.1
2131	36.467
2132	36.467
2133	36.433
2134	37.283
2135	36.65
2136	36.817
2137	35.75
2138	36.45
2139	36.433
2140	36.883
2141	37.333
2142	36.517
2143	36.567
2144	37.433
2145	35.867
2146	36.883
2147	38.233
2148	36.9
2149	36.8
2150	35.517
2151	36.367
2152	37.833
2153	36.633
2154	36.25
2155	36.117
2156	37.217
2157	37.033
2158	38.033
2159	37.733
2160	37.5
2161	36.417
2162	37.267
2163	37.25
2164	35.817
2165	36.883
2166	35.667
2167	35.7
2168	37.317
2169	36.65
2170	37.3
2171	36.333
2172	38.033
2173	37.967
2174	37.083
2175	37.467
2176	36.067
2177	36.75
2178	37.467
2179	36.667
2180	37.917
2181	38
2182	36.267
2183	37.017
2184	37.95
2185	36.833
2186	37.233
2187	36.7
2188	36.517
2189	35.783
2190	37.583
2191	36.183
2192	37.733
2193	37.083
2194	36.417
2195	36.367
2196	36.7
2197	38.267
2198	36.383
2199	36.183
2200	37.75
2201	36.033
2202	37.033
2203	37.767
2204	37.05
2205	36.733
2206	37.217
2207	36.833
2208	37.333
2209	37.45
2210	37.333
2211	36.833
2212	37.133
2213	36.467
2214	36.183
2215	36.717
2216	37.283
2217	37.883
2218	36.733
2219	35.983
2220	37
2221	37.683
2222	37.2
2223	37.533
2224	38.85
2225	37.933
2226	36.767
2227	37.283
2228	37.233
2229	37.8
2230	37.933
2231	37.067
2232	37.383
2233	37.117
2234	36.767
2235	37.683
2236	37.733
2237	36.133
2238	37.15
2239	36.417
2240	36.867
2241	35.983
2242	37.45
2243	37.383
2244	37.817
2245	37.433
2246	36.167
2247	37.067
2248	37.8
2249	36.983
2250	36.383
2251	37.533
2252	37.35
2253	35.633
2254	36.5
2255	37.217
2256	37.75
2257	36.65
2258	37.017
2259	35.2
2260	36.967
2261	37.167
2262	37.033
2263	38.067
2264	37.633
2265	36.883
2266	38.35
2267	36.65
2268	38
2269	37.683
2270	37.033
2271	37.817
2272	37.183
2273	36.3
2274	38.05
2275	36.233
2276	37.083
2277	37.95
2278	38.483
2279	36.617
2280	37.433
2281	37.35
2282	36.967
2283	37.233
2284	37.333
2285	36.767
2286	36.183
2287	36.533
2288	36.817
2289	36.517
2290	37.55
2291	36.533
2292	37.217
2293	36.767
2294	37.267
2295	36.65
2296	37.717
2297	37.4
2298	36.033
2299	37.783
2300	36.033
2301	36.867
2302	35.983
2303	36.45
2304	37.1
2305	36.833
2306	37.283
2307	37.55
2308	36.383
2309	38.283
2310	38.267
2311	35.7
2312	37.733
2313	37.833
2314	36.867
2315	37.917
2316	35.717
2317	36.817
2318	36.8
2319	36.6
2320	35.617
2321	36.5
2322	36.367
2323	35.833
2324	36.45
2325	35.4
2326	37.617
2327	36.35
2328	37.317
2329	36.833
2330	36.85
2331	37.067
2332	37.65
2333	36.75
2334	37.583
2335	36.867
2336	37.067
2337	37.433
2338	37.15
2339	37.45
2340	37.183
2341	37.683
2342	36.733
2343	36.717
2344	37.867
2345	37.533
2346	35.733
2347	35.9
2348	36.417
2349	36.3
2350	36.6
2351	37.283
2352	36.317
2353	35.733
2354	36.933
2355	36.083
2356	36.567
2357	36.6
2358	36.517
2359	36.017
2360	37.667
2361	35.733
2362	36.983
2363	37.417
2364	36.417
2365	37
2366	37.317
2367	36.067
2368	36.833
2369	37.25
2370	36.3
2371	36.2
2372	36.233
2373	35.35
2374	37.617
2375	37.033
2376	37.983
2377	37.033
2378	37.2
2379	38.017
2380	38.133
2381	37.95
2382	38.867
2383	38.7
2384	39.283
2385	38.983
2386	39.783
2387	39.517
2388	39.517
2389	38.917
2390	37.7
2391	38.417
2392	38.467
2393	38.333
2394	38.383
2395	39.183
2396	39.05
2397	38.5
2398	38.6
2399	39.017
2400	38.317
2401	37
2402	37.917
2403	38.517
2404	37.3
2405	37.267
2406	37.55
2407	38.05
2408	37.517
2409	37.783
2410	37.95
2411	37.467
2412	38.183
2413	37.25
2414	37.517
2415	37.417
2416	37.25
2417	37.2
2418	38.333
2419	37.617
2420	38.5
2421	37.167
2422	37.55
2423	37.633
2424	36.7
2425	37.183
2426	37.133
2427	37.817
2428	36.75
2429	36.733
2430	37.3
2431	38.467
2432	36.583
2433	37.25
2434	37.8
2435	36.35
2436	36.65
2437	36.467
2438	37.083
2439	37.167
2440	37.317
2441	36.633
2442	37.767
2443	37.683
2444	36.567
2445	36.9
2446	37.467
2447	37.45
2448	37.3
2449	37.517
2450	36.583
2451	36.067
2452	36.983
2453	36.717
2454	37.033
2455	37.35
2456	35.633
2457	36.65
2458	37.3
2459	37.833
2460	37.583
2461	37.85
2462	36.8
2463	37.8
2464	36.567
2465	35.867
2466	36.967
2467	37.45
2468	38.083
2469	37
2470	37.283
2471	35.617
2472	37.183
2473	36.683
2474	37.95
2475	37.35
2476	36.767
2477	36.633
2478	37.067
2479	36.983
2480	36.967
2481	36.85
2482	36.2
2483	37.35
2484	36.817
2485	36.633
2486	36.65
2487	36.983
2488	36.933
2489	37.2
2490	36.467
2491	36.267
2492	36.717
2493	37.05
2494	37.583
2495	36.8
2496	36.1
2497	37.25
2498	35.983
2499	35.75
2500	36.967
2501	37.6
2502	36.6
2503	37.2
2504	36.783
2505	36.9
2506	35.217
2507	37.1
2508	36.217
2509	35.733
2510	36.65
2511	36.783
2512	35.717
2513	35.683
2514	36.417
2515	36.35
2516	37.2
2517	36.617
2518	37.067
2519	36.9
2520	36.917
2521	36.883
2522	35.85
2523	37.55
2524	36.4
2525	36.25
2526	37.2
2527	37.4
2528	37.433
2529	36.75
2530	36.75
2531	36.35
2532	37.583
2533	36.717
2534	36.367
2535	37.15
2536	36.05
2537	36.733
2538	35.983
2539	36.367
2540	36.783
2541	36.75
2542	37.6
2543	36.45
2544	37.333
2545	37.033
2546	36.433
2547	36.483
2548	36.983
2549	37.633
2550	37.1
2551	37.583
2552	36.783
2553	35.733
2554	36.5
2555	37.333
2556	36.333
2557	36.7
2558	37.167
2559	37.467
2560	37.45
2561	37.3
2562	37.083
2563	36.65
2564	37.333
2565	38.483
2566	36.333
2567	37
2568	36.6
2569	36.267
2570	37.233
2571	36.583
2572	37.35
2573	37.6
2574	36.683
2575	36.85
2576	38.117
2577	36.833
2578	37.033
2579	36.383
2580	36.717
2581	36.2
2582	36.883
2583	37.017
2584	36.817
2585	37.233
2586	37.167
2587	36.75
2588	36.467
2589	37.083
2590	37.033
2591	35.917
2592	36.333
2593	36.867
2594	36.967
2595	36.6
2596	36.933
2597	36.517
2598	36.217
2599	35.983
2600	37.367
2601	36.833
2602	36.5
2603	35.917
2604	37
2605	37.6
2606	37.033
2607	37.083
2608	38.05
2609	37.017
2610	36.917
2611	35.967
2612	36.483
2613	36.317
2614	36.167
2615	35.383
2616	37.083
2617	35.85
2618	36.633
2619	36.533
2620	36.483
2621	36.767
2622	36.317
2623	37.233
2624	37.45
2625	36.3
2626	36.567
2627	36.95
2628	36.567
2629	36.717
2630	36.583
2631	36.867
2632	36.183
2633	36.15
2634	36.617
2635	37.717
2636	36.133
2637	35.683
2638	36.5
2639	36.267
2640	37.25
2641	38.183
2642	37.75
2643	37.05
2644	37.183
2645	35.517
2646	38.2
2647	37.117
2648	37.483
2649	35.967
2650	37.867
2651	36.267
2652	36.95
2653	37.267
2654	35.533
2655	36.983
2656	36.05
2657	35.883
2658	35.9
2659	35.133
2660	37.1
2661	36.25
2662	37.067
2663	36.767
2664	36.467
2665	36.967
2666	36.617
2667	38.2
2668	37.067
2669	36.25
2670	35.583
2671	36.25
2672	36.5
2673	36.433
2674	35.667
2675	36.817
2676	36.883
2677	36.967
2678	36.283
2679	36.717
2680	37.117
2681	36.2
2682	36.567
2683	36.35
2684	35.917
2685	36.183
2686	36.3
2687	37.167
2688	35.917
2689	35.283
2690	36.25
2691	37.067
2692	36.267
2693	36.1
2694	37.75
2695	35.933
2696	37.117
2697	37.15
2698	36.983
2699	36.85
2700	36
2701	37.083
2702	36.1
2703	36.883
2704	36.483
2705	35.75
2706	36.133
2707	37.85
2708	37.5
2709	37.7
2710	37.267
2711	36.733
2712	36.533
2713	37.667
2714	37.367
2715	36.7
2716	35.75
2717	36.9
2718	36.9
2719	36.75
2720	36.783
2721	36.933
2722	36.217
2723	36.383
2724	36.55
2725	36
2726	36.8
2727	36.017
2728	37.583
2729	37.833
2730	38.517
2731	38.867
2732	37.533
2733	38.467
2734	39.267
2735	39.833
2736	40.233
2737	39.183
2738	39.25
2739	38.167
2740	37.883
2741	38.817
2742	38
2743	39.517
2744	39.35
2745	38.317
2746	39.567
2747	39.1
2748	39.05
2749	38.35
2750	38.35
2751	39.333
2752	38.317
2753	37.883
2754	37.667
2755	37.133
2756	37.067
2757	37.883
2758	37.267
2759	37.117
2760	37.333
2761	36.633
2762	36.2
2763	37.35
2764	36.183
2765	36.8
2766	36.6
2767	36.317
2768	37.117
2769	37.283
2770	36.183
2771	37.267
2772	37.583
2773	35.533
2774	37.283
2775	37.75
2776	36.517
2777	36.217
2778	37.95
2779	35.55
2780	36.967
2781	36.6
2782	36.233
2783	38.5
2784	35.417
2785	37
2786	36.5
2787	37.467
2788	36.8
2789	36.6
2790	36.833
2791	36.017
2792	36.783
2793	37.517
2794	36.917
2795	36.167
2796	36.367
2797	37.667
2798	36.383
2799	37.167
2800	37
2801	35.433
2802	37.65
2803	35.85
2804	36.017
2805	35.683
2806	37.567
2807	36.467
2808	36.367
2809	37.283
2810	37.683
2811	37.5
2812	35.6
2813	36.733
2814	37.583
2815	37.817
2816	37.583
2817	35.8
2818	37.767
2819	36.65
2820	36.183
2821	37.75
2822	37.667
2823	37.383
2824	37.35
2825	35.767
2826	37.083
2827	37.45
2828	36.6
2829	36.467
2830	35.983
2831	38.067
2832	37.1
2833	37.633
2834	35.9
2835	36.017
2836	36.35
2837	37.067
2838	36.9
2839	37.283
2840	37.2
2841	36.65
2842	37.283
2843	36.433
2844	37.067
2845	36.9
2846	38.367
2847	37.317
2848	37.333
2849	37.75
2850	36.55
2851	37.633
2852	36.6
2853	36.717
2854	37.35
2855	38.267
2856	37.717
2857	37.55
2858	36.917
2859	38.067
2860	36.683
2861	36.833
2862	37
2863	37.467
2864	37.2
2865	38.2
2866	38.1
2867	37.217
2868	37.55
2869	36.9
2870	37.6
2871	37.1
2872	36.933
2873	37.4
2874	36.233
2875	37.05
2876	37.733
2877	37.433
2878	37.5
2879	37
2880	37.3
2881	36.983
2882	37.35
2883	35.933
2884	36.7
2885	36.567
2886	36.65
2887	37.533
2888	36.7
2889	38.183
2890	37.617
2891	37.617
2892	37.05
2893	36.583
2894	36.317
2895	37.2
2896	37
2897	35.867
2898	38
2899	37.75
2900	37.067
2901	37.4
2902	36.517
2903	36.983
2904	37.333
2905	37.65
2906	35.517
2907	36.333
2908	37.117
2909	36.75
2910	36.833
2911	36.75
2912	38.067
2913	37.2
2914	37.333
2915	36.967
2916	36.85
2917	35.233
2918	36.883
2919	35.3
2920	36.733
2921	36.617
2922	37.483
2923	37.65
2924	36.4
2925	36.6
2926	38.25
2927	34.967
2928	36.167
2929	35.95
2930	37.217
2931	36.3
2932	36.883
2933	36.633
2934	37.133
2935	35.9
2936	37.5
2937	36
2938	37.05
2939	37.333
2940	35.933
2941	37.65
2942	37.267
2943	36.6
2944	37
2945	36.35
2946	36.817
2947	36.633
2948	36.917
2949	36.717
2950	37.55
2951	37.567
2952	37.25
2953	36.25
2954	36.417
2955	36.5
2956	36.233
2957	36.25
2958	37.9
2959	37.867
2960	37.117
2961	35.767
2962	37.65
2963	37.3
2964	35.833
2965	36.05
2966	37.05
2967	36
2968	35.933
2969	36.533
2970	36.883
2971	36.6
2972	37.15
2973	36.467
2974	36.933
2975	37.2
2976	36.017
2977	35.917
2978	36.133
2979	36.983
2980	36.883
2981	36.633
2982	37.583
2983	36.817
2984	36.95
2985	36.733
2986	37.517
2987	36.967
2988	38.2
2989	36.933
2990	36.3
2991	36.883
2992	36.4
2993	36.317
2994	36.483
2995	37.55
2996	37.6
2997	36.183
2998	35.933
2999	36.867
3000	36.633
3001	35.95
3002	35.95
3003	35.667
3004	35.7
3005	35.717
3006	36.1
3007	36.667
3008	37.6
3009	36.267
3010	37.967
3011	35.4
3012	36.783
3013	36.167
3014	36.383
3015	36.45
3016	37.633
3017	35.7
3018	36.333
3019	36.467
3020	36.1
3021	36.683
3022	36.25
3023	36.567
3024	36.633
3025	36.483
3026	36.667
3027	36.383
3028	35.917
3029	36.117
3030	35.05
3031	35.567
3032	36.967
3033	36.3
3034	37.467
3035	36.817
3036	36.05
3037	36.85
3038	36.617
3039	36.1
3040	36.833
3041	36.8
3042	37.217
3043	36.45
3044	36.683
3045	36.833
3046	37.417
3047	36.333
3048	36.467
3049	36.983
3050	36.4
3051	36.683
3052	36.4
3053	36.117
3054	36.167
3055	36.75
3056	36.817
3057	37.55
3058	36.117
3059	36
3060	36.783
3061	35.6
3062	36.467
3063	36.15
3064	36.833
3065	36.033
3066	36.5
3067	36.233
3068	36.45
3069	35.95
3070	36.383
3071	35.933
3072	36.4
3073	37.017
3074	36.067
3075	36.783
3076	38.033
3077	36.633
3078	36.833
3079	37.933
3080	38.233
3081	38.183
3082	37.983
3083	38.617
3084	38.833
3085	38.417
3086	38.317
3087	37.95
3088	38.7
3089	39.133
3090	38.717
3091	38.267
3092	38.783
3093	36.867
3094	37.233
3095	37.5
3096	36.433
3097	38.617
3098	37.817
3099	38.667
3100	38.65
3101	37.383
3102	37.367
3103	37.717
3104	37.517
3105	37.167
3106	37.667
3107	36.35
3108	37.05
3109	37.05
3110	37.883
3111	38.2
3112	38.3
3113	38.017
3114	36.9
3115	38.5
3116	37.917
3117	36.95
3118	36.983
3119	37
3120	37.267
3121	36.85
3122	36.617
3123	37.4
3124	36.75
3125	35.8
3126	35.85
3127	36.15
3128	37.367
3129	36.167
3130	36.55
3131	36.65
3132	36.017
3133	38.55
3134	36.55
3135	36.767
3136	36.283
3137	35.883
3138	36.117
3139	35.967
3140	38.3
3141	37.317
3142	37.567
3143	37.633
3144	36.5
3145	36.317
3146	36.667
3147	37.117
3148	36.4
3149	36.6
3150	36.8
3151	36.483
3152	36.65
3153	36.633
3154	37.633
3155	36.433
3156	37.15
3157	37.3
3158	37.45
3159	36.917
3160	37.133
3161	36.85
3162	38.233
3163	36.283
3164	37.533
3165	36.55
3166	36.05
3167	36.067
3168	36.833
3169	36.817
3170	38.083
3171	37.6
3172	37.083
3173	35.983
3174	35.95
3175	36.883
3176	36.617
3177	36.05
3178	36.717
3179	36.933
3180	36.7
3181	36.217
3182	37.233
3183	37.383
3184	37.467
3185	36.25
3186	36.133
3187	36.083
3188	36.3
3189	36.417
3190	36.867
3191	36.183
3192	35.1
3193	36.983
3194	36.7
3195	36.167
3196	35.95
3197	35.217
3198	37.083
3199	37
3200	37.5
3201	36.367
3202	37.017
3203	36.433
3204	36.367
3205	36.967
3206	36.917
3207	36.383
3208	35.95
3209	37.067
3210	36.083
3211	37.167
3212	36.767
3213	36.583
3214	36.267
3215	36.417
3216	37.25
3217	35.85
3218	36.833
3219	37.483
3220	37.05
3221	36.75
3222	35.6
3223	36.567
3224	36.3
3225	36.217
3226	37.05
3227	36.85
3228	36.15
3229	36.8
3230	37.45
3231	35.133
3232	37.183
3233	37.617
3234	36.917
3235	37.4
3236	37.333
3237	36.317
3238	36.617
3239	36.15
3240	36.1
3241	37.167
3242	37.067
3243	36.85
3244	36.283
3245	36.6
3246	36.683
3247	36.917
3248	36.75
3249	36.633
3250	36.883
3251	36.933
3252	36.183
3253	37.117
3254	37.05
3255	35.217
3256	35.583
3257	37.483
3258	35.85
3259	36.533
3260	36.35
3261	37.767
3262	37.133
3263	36.117
3264	36.133
3265	37.117
3266	36.733
3267	37.15
3268	36.333
3269	36.167
3270	36.283
3271	36.2
3272	37.5
3273	36.05
3274	36.983
3275	35.667
3276	35.383
3277	36.267
3278	35.75
3279	36.033
3280	36.217
3281	35.35
3282	36.133
3283	36.15
3284	35.85
3285	36.3
3286	36.967
3287	36.983
3288	37.067
3289	36.75
3290	36.05
3291	37.333
3292	36.683
3293	35.917
3294	37.533
3295	36.35
3296	36.617
3297	35.9
3298	36.3
3299	36.35
3300	36.95
3301	35.767
3302	36.183
3303	36.867
3304	36.25
3305	35.517
3306	36.5
3307	36.717
3308	36.867
3309	36.267
3310	36.917
3311	36.517
3312	37.517
3313	36.55
3314	36.45
3315	36.033
3316	36.15
3317	35.7
3318	37.1
3319	37
3320	36.833
3321	36.433
3322	37.15
3323	35.983
3324	36.817
3325	36.85
3326	37.267
3327	37.15
3328	36.467
3329	36.1
3330	36.1
3331	36.667
3332	36.033
3333	36.483
3334	36.067
3335	37.183
3336	36.95
3337	36.917
3338	36.15
3339	36.033
3340	37.117
3341	35.633
3342	36.5
3343	35.567
3344	35.717
3345	36.55
3346	36.233
3347	37.65
3348	35.7
3349	36.233
3350	36.167
3351	36.85
3352	36.283
3353	35.833
3354	35.6
3355	35.4
3356	35.75
3357	36.733
3358	36.3
3359	35.517
3360	35.567
3361	35.867
3362	35.717
3363	36.55
3364	35.683
3365	37.217
3366	36.767
3367	36.25
3368	37.033
3369	36.75
3370	36.633
3371	34.267
3372	36.483
3373	35.617
3374	34.833
3375	35.717
3376	36.15
3377	37.083
3378	37.433
3379	35.533
3380	36.367
3381	35.8
3382	36.533
3383	36.567
3384	37.233
3385	36.3
3386	36.75
3387	35.983
3388	35.933
3389	36.05
3390	35.2
3391	37.083
3392	36.85
3393	34.967
3394	36.7
3395	37.017
3396	37.183
3397	36.533
3398	37.717
3399	36.2
3400	37.05
3401	36.767
3402	35.733
3403	36.233
3404	37.417
3405	36.75
3406	36.05
3407	35.6
3408	36.983
3409	35.85
3410	37.033
3411	35.933
3412	36.317
3413	37.183
3414	36.65
3415	35.633
3416	35.65
3417	35.65
3418	35.7
3419	35.417
3420	36.283
3421	35.183
3422	36.75
3423	36.2
3424	35.933
3425	36.517
3426	36.533
3427	36.883
3428	36.933
3429	37.067
3430	37.567
3431	38.117
3432	37.45
3433	37.95
3434	37.733
3435	37.817
3436	37.067
3437	38.217
3438	37.9
3439	38.183
3440	38.167
3441	37.333
3442	37.633
3443	38.533
3444	37.6
3445	38.933
3446	37.833
3447	37.933
3448	37.983
3449	37.983
3450	38.067
3451	36.567
3452	37.917
3453	37.55
3454	37.3
3455	37.733
3456	36.933
3457	39.083
3458	37.5
3459	38.4
3460	37.017
3461	37.267
3462	38.05
3463	37.8
3464	38.283
3465	38.033
3466	37.317
3467	36.633
3468	37.45
3469	37.55
3470	36.4
3471	36.317
3472	37.45
3473	36.383
3474	37.9
3475	36.6
3476	36.7
3477	36.9
3478	36.283
3479	36.217
3480	37.033
3481	36.033
3482	37.617
3483	37.533
3484	36.05
3485	36.433
3486	36.267
3487	37.4
3488	37.567
3489	37.35
3490	37.517
3491	36.217
3492	35.983
3493	36.617
3494	36.85
3495	37.65
3496	36.133
3497	35.983
3498	35.933
3499	36.983
3500	36.033
3501	35.617
3502	36.8
3503	36.833
3504	36.75
3505	35.967
3506	36.217
3507	35.583
3508	37.033
3509	36.233
3510	35.933
3511	36.517
3512	37.3
3513	36.483
3514	35.933
3515	36.983
3516	36.817
3517	36.45
3518	35.5
3519	36.633
3520	36.667
3521	36.55
3522	36.317
3523	37.117
3524	37.05
3525	36.983
3526	36.15
3527	35.867
3528	35.867
3529	35.767
3530	36.517
3531	36.45
3532	36.433
3533	36
3534	36.017
3535	36.95
3536	36.95
3537	36.583
3538	36.8
3539	37
3540	37.733
3541	36.15
3542	36.317
3543	36.45
3544	36.533
3545	36.4
3546	36.717
3547	36.733
3548	36.5
3549	36.8
3550	36.9
3551	37.283
3552	36.517
3553	35.65
3554	36.067
3555	36.4
3556	36.7
3557	35.8
3558	37.1
3559	37.183
3560	36.217
3561	36.95
3562	37.433
3563	35.933
3564	36.467
3565	36.867
3566	36.067
3567	37.167
3568	36.783
3569	36.9
3570	36.783
3571	36.6
3572	36.3
3573	36.367
3574	36.417
3575	35.6
3576	37.283
3577	36.333
3578	36.167
3579	36.583
3580	35.9
3581	36.417
3582	36.133
3583	38.05
3584	36.367
3585	36.05
3586	36.5
3587	35.95
3588	36.517
3589	37.05
3590	36.4
3591	35.6
3592	37.767
3593	35.1
3594	36.567
3595	36.567
3596	36.933
3597	36.683
3598	37.35
3599	36.35
3600	37.767
3601	36.917
3602	36.133
3603	36.783
3604	36.567
3605	36.75
3606	36.783
3607	36.5
3608	35.95
3609	35.983
3610	36.95
3611	36.833
3612	35.017
3613	35.083
3614	36.683
3615	35.75
3616	36.85
3617	36.783
3618	36.8
3619	36.783
3620	36.417
3621	36.65
3622	36.083
3623	37.433
3624	36.583
3625	35.933
3626	37.033
3627	37.567
3628	37.183
3629	36.25
3630	35.917
3631	37.15
3632	37
3633	36.917
3634	37.1
3635	36.15
3636	36.833
3637	35.25
3638	36.917
3639	37.15
3640	36.117
3641	36.567
3642	36.483
3643	36.667
3644	36.15
3645	36.617
3646	36.867
3647	35.45
3648	36.467
3649	37.467
3650	37
3651	35.883
3652	36.567
3653	37.433
3654	37.267
3655	36.267
3656	37.033
3657	37.217
3658	38.633
3659	36.667
3660	37.517
3661	36.7
3662	37.417
3663	37.85
3664	37.05
3665	37.667
3666	37.8
3667	36.767
3668	37.117
3669	36.65
3670	37.2
3671	36.367
3672	37.85
3673	37.683
3674	37.45
3675	36.8
3676	36.15
3677	36.733
3678	36.767
3679	38.4
3680	37.4
3681	36.9
3682	37.833
3683	37.4
3684	37.933
3685	38.183
3686	36.483
3687	37.283
3688	38.1
3689	37.95
3690	37.683
3691	37.767
3692	37.933
3693	38.05
3694	38.683
3695	37.533
3696	38.333
3697	38.333
3698	37.417
3699	36.8
3700	37.55
3701	39.467
3702	37.967
3703	36.917
3704	37.717
3705	36.917
3706	38.367
3707	37.667
3708	37.8
3709	37.6
3710	37.333
3711	36.967
3712	38.067
3713	36.583
3714	36.967
3715	37.533
3716	37.033
3717	38.933
3718	37.283
3719	37.3
3720	36.917
3721	37.917
3722	37.683
3723	38.417
3724	37.567
3725	36.95
3726	37.45
3727	37.3
3728	36.667
3729	36.933
3730	36.433
3731	37.283
3732	37
3733	38.067
3734	37.2
3735	36.883
3736	37.833
3737	37.217
3738	37.217
3739	38.117
3740	37.817
3741	37.217
3742	36.85
3743	37.183
3744	36.9
3745	36.733
3746	37.733
3747	37.483
3748	37.267
3749	36.633
3750	36.883
3751	37.2
3752	37.367
3753	36.983
3754	37.417
3755	37.317
3756	37.567
3757	37
3758	37.567
3759	37.517
3760	37.383
3761	37.3
3762	37.4
3763	37.467
3764	36.933
3765	35.8
3766	38.3
3767	36.683
3768	36.833
3769	36.667
3770	37.55
3771	36.55
3772	37.033
3773	36.85
3774	36.817
3775	37.25
3776	38.367
3777	37.667
3778	37.617
3779	38.117
3780	38.05
3781	39.133
3782	38.65
3783	39.417
3784	38.95
3785	37.333
3786	38.767
3787	38.567
3788	38.15
3789	39.267
3790	39.217
3791	38.2
3792	38.25
3793	38.4
3794	38.217
3795	37.617
3796	38.55
3797	38.867
3798	38.5
3799	38.667
3800	37.883
3801	37.133
3802	37.4
3803	37.8
3804	38.017
3805	37.25
3806	38
3807	37.567
3808	37.983
3809	37.733
3810	38.017
3811	36.517
3812	37.917
3813	36.4
3814	36.35
3815	36.017
3816	36.017
3817	37.033
3818	36.083
3819	36.583
3820	36.033
3821	37
3822	36.533
3823	38.033
3824	35.65
3825	36.5
3826	36.483
3827	37.933
3828	36.917
3829	36.433
3830	36.85
3831	36.717
3832	36.817
3833	36.833
3834	35.85
3835	36.7
3836	37.133
3837	36.733
3838	36.417
3839	37.267
3840	36.783
3841	36.65
3842	36.267
3843	37.55
3844	37.85
3845	37.383
3846	37
3847	37.117
3848	37.683
3849	36.983
3850	37.017
3851	37.267
3852	37.85
3853	37.983
3854	36.65
3855	37.483
3856	36.833
3857	37.017
3858	36.017
3859	37.367
3860	37.8
3861	37.583
3862	36.9
3863	37.55
3864	38.033
3865	37.067
3866	36.667
3867	36.6
3868	37.05
3869	37.55
3870	36.55
3871	37.2
3872	36.817
3873	36.583
3874	36.8
3875	37.45
3876	37.117
3877	36.933
3878	37.483
3879	37.317
3880	37.417
3881	36.983
3882	37.25
3883	36.9
3884	36.55
3885	37.85
3886	36.717
3887	36.883
3888	37.317
3889	36.383
3890	37.033
3891	36.517
3892	37.283
3893	36.483
3894	37.833
3895	37.633
3896	36.85
3897	37.7
3898	37.517
3899	36.767
3900	37.8
3901	35.283
3902	37.1
3903	36.833
3904	36.267
3905	36.233
3906	37.35
3907	36.667
3908	36.45
3909	36.967
3910	36.617
3911	37.033
3912	38.517
3913	36.717
3914	37.45
3915	37.467
3916	37.633
3917	37.2
3918	37.533
3919	37.517
3920	36.583
3921	37.35
3922	37.4
3923	36.183
3924	37.1
3925	36.017
3926	37.433
3927	36.333
3928	35.667
3929	36.6
3930	37.183
3931	36.65
3932	36.05
3933	36.85
3934	36.4
3935	36.233
3936	38.083
3937	37.2
3938	36.167
3939	37.617
3940	36.717
3941	35.467
3942	36.333
3943	36.95
3944	36.833
3945	36.5
3946	37.217
3947	36.4
3948	37.667
3949	35.55
3950	37.567
3951	36.917
3952	37.483
3953	38
3954	37.433
3955	37.333
3956	37.75
3957	36.983
3958	37.283
3959	37.567
3960	38
3961	36.933
3962	38.3
3963	36.4
3964	37.633
3965	36.1
3966	36.667
3967	37.25
3968	36.167
3969	36.767
3970	37.45
3971	37.15
3972	37.783
3973	36.717
3974	37.133
3975	37.417
3976	37.567
3977	36.433
3978	38.15
3979	37.867
3980	37.717
3981	36.717
3982	38.15
3983	37.033
3984	37.6
3985	37.167
3986	37.25
3987	37.2
3988	37.517
3989	37.217
3990	36.283
3991	36.95
3992	36.333
3993	37.483
3994	37.8
3995	37.15
3996	36.083
3997	36.667
3998	37.383
3999	37.283
4000	37.317
4001	37.017
4002	36.517
4003	37.25
4004	37.333
4005	37.317
4006	38.467
4007	36
4008	37.883
4009	36.833
4010	37.617
4011	37.4
4012	36.717
4013	37.183
4014	37.767
4015	37.9
4016	37.367
4017	36.85
4018	36.867
4019	37
4020	36.8
4021	37.5
4022	37.55
4023	37.033
4024	36.533
4025	37.133
4026	37.667
4027	37.417
4028	37.917
4029	37.367
4030	38.817
4031	37.983
4032	37.833
4033	38.7
4034	38.967
4035	38.833
4036	37.883
4037	39
4038	38.767
4039	39.25
4040	39.517
4041	39.05
4042	38.317
4043	37.367
4044	38.917
4045	38.917
4046	38.883
4047	39.433
4048	38.917
4049	38.15
4050	38.383
4051	37.667
4052	37.567
4053	38.217
4054	37.717
4055	37.65
4056	37.717
4057	37.783
4058	37.5
4059	37.05
4060	38
4061	36.867
4062	37.2
4063	36.983
4064	37.317
4065	37.083
4066	38.483
4067	36.433
4068	36.217
4069	37.35
4070	36.5
4071	36.417
4072	36.833
4073	36.7
4074	37.633
4075	36.733
4076	36.117
4077	36.167
4078	36.833
4079	36.617
4080	37.117
4081	36.85
4082	36.183
4083	36.433
4084	35.817
4085	37.3
4086	36.067
4087	36.85
4088	37.7
4089	36.833
4090	37.167
4091	36.483
4092	36.5
4093	37.25
4094	36.517
4095	36.8
4096	37.033
4097	35.467
4098	35.7
4099	36.367
4100	36.433
4101	37.367
4102	36.933
4103	36.133
4104	36.3
4105	35.767
4106	36.317
4107	36.233
4108	37.583
4109	36.433
4110	37.967
4111	36.45
4112	37.7
4113	36.617
4114	37.45
4115	36.25
4116	36.733
4117	37.017
4118	35.517
4119	36.983
4120	36.733
4121	35.95
4122	36.783
4123	37.983
4124	36.6
4125	37.8
4126	36.85
4127	36.9
4128	38.75
4129	38.333
4130	37.1
4131	38.1
