1	44.73
2	46.405
3	45.946
4	44.459
5	45.568
6	44.622
7	45.243
8	45.243
9	45.081
10	46.432
11	47.081
12	47.135
13	48.622
14	51.703
15	50.297
16	53.081
17	52.243
18	53.135
19	56.27
20	54.297
21	54.973
22	53.703
23	54.757
24	54.459
25	55.514
26	55.486
27	53.838
28	55.351
29	56.081
30	53.297
31	53.973
32	54.324
33	52.162
34	53.378
35	53.162
36	53.189
37	54.108
38	53.378
39	54.243
40	53.297
41	52.595
42	52.676
43	53.027
44	53.351
45	50.486
46	52.189
47	50.865
48	50.865
49	50.351
50	49.865
51	51.811
52	50.405
53	49.27
54	49.892
55	50.324
56	49.973
57	50.649
58	50.135
59	49.027
60	50.108
61	50.405
62	49.622
63	50.432
64	50.108
65	48.405
66	49.432
67	51.027
68	50.027
69	49.081
70	49.459
71	46.865
72	50.378
73	50.054
74	47.541
75	48
76	48.108
77	45.973
78	48.73
79	47.189
80	48.162
81	47.865
82	49.054
83	49
84	48.351
85	47.054
86	48.135
87	46.622
88	47.649
89	47.135
90	48.784
91	47.568
92	46.622
93	47.405
94	47.027
95	47.054
96	48.378
97	48.595
98	48.811
99	47.838
100	48.351
101	45.27
102	48.378
103	46.865
104	48.514
105	46.946
106	47.541
107	47.108
108	46.811
109	47.189
110	47.459
111	46.838
112	45.676
113	45.73
114	45.946
115	47.595
116	45.865
117	45.703
118	45.784
119	46.297
120	45.351
121	45.405
122	47.432
123	47.486
124	46.405
125	47.135
126	45
127	45.568
128	46.432
129	47.216
130	45.595
131	46.946
132	42.892
133	47.243
134	46.135
135	45.946
136	45.919
137	45.541
138	45.243
139	46.189
140	45.973
141	47
142	46.946
143	45.432
144	47
145	44.432
146	46.054
147	46.162
148	46.162
149	45.892
150	46.541
151	46.946
152	45.081
153	47.243
154	46.541
155	46.324
156	48.054
157	45.703
158	46.541
159	44.135
160	45.459
161	44.973
162	46.27
163	45.27
164	47.838
165	46.027
166	46.324
167	46.081
168	46.108
169	45.703
170	45.757
171	46.054
172	47.135
173	47.378
174	47.27
175	46.243
176	48.108
177	47.162
178	47.676
179	46.541
180	47.486
181	46.757
182	44.595
183	46.378
184	46.595
185	45.784
186	44.811
187	44.919
188	47.784
189	45.622
190	46.676
191	47.216
192	45.73
193	44.595
194	46.378
195	45.297
196	44.757
197	44.703
198	46.595
199	46.595
200	46.432
201	45.595
202	46.189
203	46.135
204	46.703
205	46.243
206	47.027
207	44.865
208	45.568
209	44.784
210	45.892
211	46.757
212	45.784
213	45.27
214	45.703
215	46.243
216	47.216
217	46.162
218	44.081
219	45.784
220	45.838
221	47.757
222	44.703
223	45.351
224	45.595
225	47.108
226	46.297
227	45.027
228	45.081
229	45.595
230	46
231	44.135
232	47.243
233	46.162
234	45.649
235	45.73
236	46.243
237	45.459
238	46.108
239	47.622
240	45.919
241	46.757
242	45.135
243	46.514
244	47.027
245	47.027
246	44.73
247	45.703
248	47.784
249	45.405
250	46.027
251	46.486
252	45.757
253	45.189
254	44.757
255	45.919
256	46.838
257	45.838
258	45.811
259	46.703
260	44.73
261	46.595
262	45.541
263	47.27
264	46.541
265	46.027
266	45
267	47.108
268	45.108
269	46.135
270	46.865
271	46.405
272	45.757
273	45.973
274	46.811
275	44.514
276	44.811
277	46.946
278	44.892
279	45.378
280	44.541
281	45.838
282	46.054
283	43.378
284	43.541
285	45.757
286	44.757
287	46.892
288	44.162
289	44.297
290	43.649
291	46.243
292	44.162
293	45.568
294	45.784
295	45.649
296	44.595
297	45.919
298	45.595
299	45.108
300	45.135
301	45.865
302	46.432
303	45.622
304	46.946
305	44.892
306	44
307	45.459
308	46.351
309	45.162
310	46.135
311	43.757
312	45.622
313	45.162
314	43.73
315	44.405
316	44.297
317	45.595
318	44.351
319	45.73
320	45.865
321	46.135
322	45.027
323	45.027
324	46.892
325	45.351
326	45.216
327	46.649
328	45.324
329	44.432
330	45.811
331	46.432
332	44.865
333	44.946
334	44.541
335	44.649
336	47.459
337	45.324
338	47.189
339	45.108
340	46.081
341	46.676
342	45.324
343	44.865
344	45.027
345	45.595
346	45.865
347	45.054
348	46.324
349	44.324
350	45.811
351	45.946
352	46.676
353	46.73
354	45.27
355	45.649
356	44.703
357	46.811
358	46.27
359	45.514
360	45.243
361	46.432
362	47.676
363	45.459
364	45.135
365	44.73
366	46.541
367	46.919
368	44.892
369	45.892
370	45.135
371	43.892
372	45.081
373	46.514
374	45.054
375	45.946
376	46.351
377	45.676
378	45.541
379	45.784
380	46.27
381	46.973
382	45.649
383	46
384	46.135
385	44.973
386	45.324
387	46.541
388	45.676
389	43.703
390	46.135
391	47.405
392	45.784
393	45.784
394	45.811
395	45.622
396	45.297
397	46.189
398	45.757
399	45.189
400	45.595
401	45.946
402	44.703
403	45.568
404	46.514
405	44.649
406	44.135
407	45.135
408	45.946
409	44.162
410	45
411	45.378
412	45.892
413	44.351
414	45.297
415	45.189
416	44.541
