0.038	0
0.076	0.000422
0.114	0.000424
0.152	-0.000322
0.19	-0.002792
0.228	-0.005209
0.266	-0.006583
0.304	-0.006726
0.342	-0.006959
0.38	-0.00621
0.418	-0.008349
0.456	-0.006966
0.494	-0.005833
0.532	-0.004014
0.57	-0.004848
0.608	-0.00445
0.646	-0.001336
0.684	-0.004015
0.722	-0.00287
0.76	-0.001839
0.798	-0.000852
0.836	0.000202
0.874	-0.002812
0.912	-0.002796
0.95	-0.004557
0.988	-0.006099
1.026	-0.003912
1.064	-0.002026
1.102	-0.002721
1.14	-0.003805
1.178	-0.003038
1.216	-0.002534
1.254	-0.000073
1.292	-0.001665
1.33	-0.003433
1.368	0.001013
1.406	-0.001273
1.444	-0.002981
1.482	-0.000235
1.52	-0.003825
1.558	-0.006452
1.596	-0.005892
1.634	-0.00635
1.672	-0.005523
1.71	-0.004427
1.748	-0.002253
1.786	-0.002902
1.824	-0.003607
1.862	-0.006111
1.9	-0.005857
1.938	-0.00071
1.976	-0.005661
2.014	-0.008657
2.052	-0.009611
2.09	-0.006798
2.128	-0.008746
2.166	-0.008674
2.204	-0.005705
2.242	-0.006677
2.28	-0.005853
2.318	-0.002956
2.356	-0.00298
2.394	-0.003878
2.432	-0.001877
2.47	-0.002166
2.508	-0.001955
2.546	-0.002344
2.584	0.009308
2.622	0.023088
2.66	0.043911
2.698	0.061072
2.736	0.074984
2.774	0.088926
2.812	0.100439
2.85	0.108231
2.888	0.114329
2.926	0.122921
2.964	0.131922
3.002	0.134749
3.04	0.1378
3.078	0.139061
3.116	0.142095
3.154	0.141312
3.192	0.142227
3.23	0.142677
3.268	0.135048
3.306	0.131841
3.344	0.127274
3.382	0.119442
3.42	0.11842
3.458	0.112881
3.496	0.111938
3.534	0.111487
3.572	0.110857
3.61	0.106282
3.648	0.102982
3.686	0.099028
3.724	0.095924
3.762	0.090525
3.8	0.08601
3.838	0.081796
3.876	0.079758
3.914	0.07444
3.952	0.072876
3.99	0.072176
4.028	0.068287
4.066	0.069511
4.104	0.068659
4.142	0.065442
4.18	0.061499
4.218	0.062253
4.256	0.059884
4.294	0.058786
4.332	0.057826
4.37	0.055697
4.408	0.053297
4.446	0.049815
4.484	0.047203
4.522	0.045899
4.56	0.044715
4.598	0.039566
4.636	0.037658
4.674	0.036511
4.712	0.037327
4.75	0.038169
4.788	0.036245
4.826	0.032942
4.864	0.032456
4.902	0.030557
4.94	0.031716
4.978	0.030374
5.016	0.025998
5.054	0.025961
5.092	0.026197
5.13	0.025964
5.168	0.026468
5.206	0.028382
5.244	0.027533
5.282	0.025006
5.32	0.023194
5.358	0.020418
5.396	0.019309
5.434	0.013667
5.472	0.009244
5.51	0.012505
5.548	0.012748
5.586	0.01301
5.624	0.00951
5.662	0.010732
5.7	0.012135
5.738	0.00815
5.776	0.004657
5.814	0.006633
5.852	0.005896
5.89	0.006975
5.928	0.006207
