1	28.353
2	30.029
3	29.618
4	28.441
5	29.324
6	29.294
7	30.029
8	31.853
9	31.824
10	34.853
11	34.618
12	36
13	37.441
14	36.088
15	36.529
16	37.529
17	38.941
18	38.882
19	39.824
20	39.853
21	41.5
22	40.324
23	38.765
24	39.676
25	39.088
26	39.235
27	40.059
28	39.5
29	38.765
30	39.882
31	36.794
32	38.441
33	38.147
34	38.382
35	37.882
36	38.176
37	38.206
38	37.471
39	37.118
40	36.353
41	38.412
42	36.676
43	35.471
44	35.971
45	37.176
46	36.676
47	35.176
48	34.382
49	35.206
50	35.441
51	35.265
52	36.794
53	35.441
54	36.147
55	35.882
56	34
57	34.029
58	33.441
59	33.294
60	31.882
61	33.853
62	32.294
63	32
64	32.912
65	33.176
66	33.353
67	32.029
68	32.794
69	31.5
70	32.059
71	31.618
72	32.235
73	34.118
74	31.441
75	31.441
76	30.912
77	32.118
78	31.765
79	31.5
80	31.147
81	32
82	32.088
83	31.706
84	31.794
85	31.5
86	31.706
87	30.735
88	31.735
89	33.265
90	31.794
91	33.471
92	31.029
93	30.412
94	31.412
95	32.529
96	30.147
97	31.059
98	30.794
99	31.206
100	31.588
101	32.176
102	31.971
103	31.588
104	31.059
105	31.382
106	31.265
107	30.529
108	30.5
109	30.206
110	29.941
111	30.529
112	30.735
113	31.176
114	30.412
115	29.824
116	29.235
117	30.912
118	30.441
119	30.529
120	29.794
121	29.853
122	30.618
123	30.235
124	30.706
125	29.206
126	30.529
127	30.235
128	30.353
129	30.265
130	30.118
131	30.235
132	30.029
133	29.059
134	29.147
135	29.706
136	27.941
137	30.588
138	28.706
139	30.588
140	30.059
141	30.412
142	30.941
143	29.147
144	29.706
145	29.647
146	29.265
147	29.559
148	27.882
149	29.471
150	28.559
151	29.794
152	29.412
153	30.176
154	29.853
155	28.824
156	29.941
157	30.412
158	30.088
159	29.176
160	29.353
161	28.706
162	29.853
163	30.294
164	28.118
165	29.206
166	30.353
167	29.088
168	29.118
169	29.588
170	29.088
171	28.765
172	28.735
173	28.882
174	29.824
175	29.588
176	30.647
177	29.647
178	29.559
179	29.059
180	29.118
181	30.559
182	29.588
183	31.5
184	29.647
185	31.059
186	33.206
187	33.235
188	34.235
189	35.441
190	36.971
191	36.412
192	37.059
193	38.647
194	38.971
195	39.235
196	39.235
197	39.941
198	40.324
199	40.029
200	40.294
201	40.824
202	40.471
203	39.941
204	41.353
205	39.971
206	39.206
207	39.5
208	38.853
209	40.118
210	38.794
211	38.029
212	38.206
213	39.765
