	 cell2
171,76	0,071131
171,798	0,070038
171,836	0,071856
171,874	0,068827
171,912	0,066036
171,95	0,063613
171,988	0,061837
172,026	0,059461
172,064	0,059414
172,102	0,058234
172,14	0,053909
172,178	0,052987
172,216	0,05199
172,254	0,049572
172,292	0,046601
172,33	0,041809
172,368	0,039874
172,406	0,039796
172,444	0,038251
172,482	0,037077
172,52	0,036778
172,558	0,036639
172,596	0,037424
172,634	0,038011
172,672	0,035482
172,71	0,033032
172,748	0,031023
172,786	0,032324
172,824	0,026574
172,862	0,027772
172,9	0,022953
172,938	0,020851
172,976	0,018792
173,014	0,022538
173,052	0,01899
173,09	0,013645
173,128	0,016758
173,166	0,017037
173,204	0,016102
173,242	0,013883
173,28	0,017874
173,318	0,016438
173,356	0,014685
173,394	0,015878
173,432	0,015447
173,47	0,012601
173,508	0,009001
173,546	0,008671
173,584	0,01128
173,622	0,012212
173,66	0,009116
173,698	0,013102
173,736	0,012371
173,774	0,00892
173,812	0,004909
173,85	0,005164
173,888	0,002652
173,926	0,002908
173,964	0,004054
174,002	0,003409
174,04	0,006678
174,078	0,006731
174,116	0,003732
174,154	0,004052
174,192	0,001384
174,23	0,007033
174,268	0,006535
174,306	0,008364
174,344	0,001504
174,382	0,00026
174,42	0,001257
174,458	0,001418
174,496	-0,000355
174,534	0,000442
174,572	0,000334
174,61	-0,001079
174,648	-0,002337
174,686	-0,003791
174,724	-0,002314
174,762	-0,001451
174,8	-0,001039
174,838	-0,002523
174,876	-0,006424
174,914	-0,005627
174,952	-0,005447
174,99	-0,002849
175,028	-0,005852
175,066	-0,005327
175,104	0,000369
175,142	0,00342
175,18	0,002985
175,218	0,000616
175,256	0,001212
175,294	0,001444
175,332	0,000305
175,37	-0,002367
175,408	-0,002195
175,446	-0,002262
175,484	-0,004499
175,522	-0,003063
175,56	-0,001294
175,598	0,004247
175,636	0,00524
175,674	0,006868
175,712	0,004843
175,75	0,005719
175,788	0,003407
175,826	0,002297
175,864	0,001613
175,902	0,000214
175,94	0,002227
175,978	-0,001912
176,016	-0,003296
176,054	-0,004826
176,092	-0,004501
176,13	-0,002467
176,168	-0,004893
176,206	-0,006379
176,244	-0,006016
176,282	-0,00356
176,32	0,00143
176,358	0,000211
176,396	0,002887
176,434	0,001387
176,472	0,002927
176,51	0,000317
176,548	-0,00025
176,586	-0,000197
176,624	-0,001159
176,662	-0,000703
176,7	-0,000483
176,738	0,00084
176,776	0,003306
176,814	0,004791
176,852	0,010553
176,89	0,018783
176,928	0,031659
176,966	0,041539
177,004	0,047297
177,042	0,05688
177,08	0,059733
177,118	0,069288
177,156	0,076301
177,194	0,080872
177,232	0,083588
177,27	0,084601
177,308	0,084369
177,346	0,086051
177,384	0,090052
177,422	0,084317
177,46	0,084102
177,498	0,079459
177,536	0,074205
177,574	0,074101
177,612	0,067288
177,65	0,06629
177,688	0,064789
177,726	0,059134
177,764	0,060514
177,802	0,056565
177,84	0,054884
177,878	0,053723
177,916	0,050783
177,954	0,046145
177,992	0,043382
178,03	0,040247
178,068	0,038165
178,106	0,033105
178,144	0,035085
178,182	0,035201
178,22	0,032979
178,258	0,031762
178,296	0,032457
178,334	0,033655
178,372	0,031311
178,41	0,030728
178,448	0,029288
178,486	0,027472
178,524	0,024554
178,562	0,031765
178,6	0,033891
178,638	0,036046
178,676	0,035853
178,714	0,033429
178,752	0,031027
178,79	0,031246
178,828	0,029957
178,866	0,027192
178,904	0,02768
178,942	0,025309
178,98	0,026234
179,018	0,025927
179,056	0,024541
179,094	0,025038
179,132	0,023865
179,17	0,017628
179,208	0,017051
179,246	0,019517
179,284	0,018106
179,322	0,017166
179,36	0,013891
179,398	0,011392
179,436	0,011908
179,474	0,011913
179,512	0,012679
179,55	0,012973
179,588	0,012015
179,626	0,012794
179,664	0,01083
179,702	0,014286
179,74	0,013529
179,778	0,011604
179,816	0,013964
179,854	0,011073
179,892	0,009204
179,93	0,011064
179,968	0,009357
180,006	0,008933
180,044	0,007267
180,082	0,006105
180,12	0,006543
180,158	0,005261
180,196	0,003301
180,234	0,001002
180,272	-0,001067
180,31	0,001965
180,348	-0,000363
180,386	-0,003237
180,424	-0,002282
180,462	-0,000018
180,5	0,00029
180,538	-0,001249
180,576	-0,000254
180,614	-0,002458
180,652	-0,002125
180,69	0,000197
180,728	-0,00012
180,766	0,003416
180,804	0,003707
180,842	-0,000881
180,88	-0,001653
180,918	-0,000841
180,956	-0,005433
180,994	-0,005412
181,032	-0,003145
181,07	-0,004106
181,108	-0,003165
181,146	-0,005274
181,184	-0,006352
181,222	-0,010138
181,26	-0,012549
181,298	-0,010994
181,336	-0,011305
181,374	-0,010334
181,412	-0,006378
181,45	-0,006064
181,488	-0,004637
181,526	-0,002512
181,564	-0,000887
181,602	0,000377
181,64	-0,004046
181,678	-0,000703
181,716	-0,001366
181,754	-0,001091
181,792	-0,001066
181,83	-0,000451
181,868	-0,004117
181,906	-0,000829
181,944	-0,003986
181,982	-0,001866
182,02	-0,002362
182,058	-0,001162
182,096	0,00207
182,134	0,004138
182,172	0,005758
182,21	0,005922
182,248	0,002438
182,286	0,00173
182,324	0,002067
182,362	0,003275
182,4	0,002354
182,438	0,002972
182,476	0,002929
182,514	0,004498
182,552	0,004444
182,59	0,006233
182,628	0,00511
182,666	0,008345
182,704	0,010351
182,742	0,009007
182,78	0,009327
182,818	0,004198
182,856	0,005535
182,894	0,006595
182,932	0,016303
182,97	0,020195
183,008	0,033501
183,046	0,040087
183,084	0,053461
183,122	0,059363
183,16	0,068984
183,198	0,073312
183,236	0,08032
183,274	0,084136
183,312	0,089636
183,35	0,095736
183,388	0,099254
183,426	0,104396
183,464	0,107577
183,502	0,106912
183,54	0,103978
183,578	0,099444
183,616	0,099283
183,654	0,096081
183,692	0,094513
183,73	0,090885
183,768	0,09039
183,806	0,088903
183,844	0,086537
183,882	0,083555
183,92	0,080691
183,958	0,081512
183,996	0,081
184,034	0,077903
184,072	0,076367
184,11	0,074073
184,148	0,069953
184,186	0,066259
184,224	0,064797
184,262	0,059319
184,3	0,056435
184,338	0,055869
184,376	0,059273
184,414	0,055309
184,452	0,050771
184,49	0,048435
184,528	0,047295
184,566	0,047195
184,604	0,048015
184,642	0,047364
184,68	0,047546
