	 cell2
57,038	-0,002526
57,076	-0,00125
57,114	-0,00254
57,152	-0,001617
57,19	-0,002192
57,228	-0,002394
57,266	0,002201
57,304	0,002445
57,342	0,008113
57,38	0,012626
57,418	0,013406
57,456	0,013764
57,494	0,013776
57,532	0,009966
57,57	0,007381
57,608	0,006771
57,646	0,00421
57,684	0,00372
57,722	0,005297
57,76	0,005201
57,798	0,006752
57,836	0,005774
57,874	0,001642
57,912	0,005304
57,95	0,008045
57,988	0,009212
58,026	0,011807
58,064	0,011589
58,102	0,012429
58,14	0,012326
58,178	0,013359
58,216	0,015637
58,254	0,026377
58,292	0,033105
58,33	0,048035
58,368	0,062681
58,406	0,07704
58,444	0,086966
58,482	0,096254
58,52	0,102182
58,558	0,109475
58,596	0,119615
58,634	0,124882
58,672	0,128845
58,71	0,131578
58,748	0,132631
58,786	0,13265
58,824	0,12989
58,862	0,127204
58,9	0,122709
58,938	0,120052
58,976	0,119173
59,014	0,115464
59,052	0,110727
59,09	0,107771
59,128	0,101937
59,166	0,097615
59,204	0,093484
59,242	0,091283
59,28	0,089663
59,318	0,088831
59,356	0,083795
59,394	0,080386
59,432	0,079337
59,47	0,074423
59,508	0,071167
59,546	0,067765
59,584	0,068945
59,622	0,068307
59,66	0,064696
59,698	0,061402
59,736	0,058374
59,774	0,059967
59,812	0,056532
59,85	0,058293
59,888	0,058843
59,926	0,056668
59,964	0,049051
60,002	0,043991
60,04	0,046486
60,078	0,043606
60,116	0,043603
60,154	0,042332
60,192	0,04335
60,23	0,042625
60,268	0,043034
60,306	0,043376
60,344	0,040131
60,382	0,037147
60,42	0,035186
60,458	0,032009
60,496	0,032364
60,534	0,033124
60,572	0,031596
60,61	0,03075
60,648	0,028148
60,686	0,026865
60,724	0,024361
60,762	0,02553
60,8	0,026365
60,838	0,026573
60,876	0,023544
60,914	0,024849
60,952	0,025948
60,99	0,028798
61,028	0,025415
61,066	0,0211
61,104	0,018627
61,142	0,017992
61,18	0,017734
61,218	0,017843
61,256	0,015707
61,294	0,013119
61,332	0,013021
61,37	0,012297
61,408	0,010705
61,446	0,008599
61,484	0,00737
61,522	0,007864
61,56	0,007889
61,598	0,00894
61,636	0,007945
61,674	0,006821
61,712	0,004838
61,75	0,00879
61,788	0,006125
61,826	0,006416
61,864	0,005463
61,902	0,004927
61,94	-0,000511
61,978	-0,002263
62,016	-0,008406
62,054	-0,006047
62,092	-0,003744
62,13	-0,004479
62,168	-0,00224
62,206	-0,001633
62,244	-0,000428
62,282	0,002072
62,32	0,015929
62,358	0,030303
62,396	0,047753
62,434	0,060406
62,472	0,074933
62,51	0,08731
62,548	0,09971
62,586	0,110478
62,624	0,119796
62,662	0,123967
62,7	0,122576
62,738	0,12058
62,776	0,123373
62,814	0,123738
62,852	0,122642
62,89	0,119938
62,928	0,120397
62,966	0,117183
63,004	0,113172
63,042	0,109553
63,08	0,103462
63,118	0,099966
63,156	0,096272
63,194	0,093615
63,232	0,087967
63,27	0,080694
63,308	0,074221
63,346	0,071413
63,384	0,071835
63,422	0,06619
63,46	0,063713
63,498	0,062215
63,536	0,062422
63,574	0,056649
63,612	0,053069
63,65	0,047808
63,688	0,043851
63,726	0,043672
63,764	0,042024
63,802	0,04201
63,84	0,043148
63,878	0,045889
63,916	0,044112
63,954	0,038194
63,992	0,037491
64,03	0,034611
64,068	0,036975
64,106	0,034885
64,144	0,0363
64,182	0,036525
64,22	0,03786
64,258	0,03202
64,296	0,029284
64,334	0,027568
64,372	0,030194
64,41	0,03297
64,448	0,030822
64,486	0,026193
64,524	0,022611
64,562	0,023942
64,6	0,026794
64,638	0,023161
64,676	0,020101
64,714	0,019716
64,752	0,021098
64,79	0,018296
64,828	0,01882
64,866	0,018901
64,904	0,016121
64,942	0,012863
64,98	0,011705
65,018	0,006245
65,056	0,003119
65,094	-0,000066
65,132	-0,000735
65,17	-0,00457
65,208	-0,006872
65,246	-0,004097
65,284	-0,000663
65,322	-0,002484
65,36	-0,002301
65,398	-0,00181
65,436	-0,002266
65,474	-0,003658
65,512	-0,002072
65,55	-0,002829
65,588	-0,00182
65,626	-0,003207
65,664	-0,001468
65,702	-0,004959
65,74	-0,005869
65,778	0,000373
65,816	0,012736
65,854	0,025156
65,892	0,037422
65,93	0,054224
65,968	0,068264
66,006	0,079113
66,044	0,09118
66,082	0,101796
66,12	0,109304
66,158	0,110927
66,196	0,111537
66,234	0,114674
66,272	0,113171
66,31	0,112297
66,348	0,111339
66,386	0,104538
66,424	0,107005
66,462	0,107005
66,5	0,104912
66,538	0,098317
66,576	0,096238
66,614	0,091614
66,652	0,0882
66,69	0,08654
66,728	0,08754
66,766	0,084759
66,804	0,084931
66,842	0,083024
66,88	0,081354
66,918	0,076963
66,956	0,075498
66,994	0,073138
67,032	0,074157
67,07	0,071792
67,108	0,067679
67,146	0,064232
67,184	0,070886
67,222	0,075198
67,26	0,082898
67,298	0,089884
67,336	0,097385
67,374	0,104457
67,412	0,114492
67,45	0,122657
67,488	0,126307
67,526	0,129786
67,564	0,133175
67,602	0,12774
67,64	0,131292
67,678	0,133029
67,716	0,12924
67,754	0,127114
67,792	0,124099
67,83	0,124273
67,868	0,121755
67,906	0,121686
67,944	0,118766
67,982	0,108401
68,02	0,107871
68,058	0,100644
68,096	0,097731
68,134	0,094367
68,172	0,086251
68,21	0,081697
68,248	0,08135
68,286	0,080261
68,324	0,074933
68,362	0,075253
68,4	0,071795
68,438	0,075055
68,476	0,073233
68,514	0,075372
68,552	0,071552
68,59	0,065569
68,628	0,061473
68,666	0,054801
68,704	0,052862
68,742	0,050982
68,78	0,046228
68,818	0,042768
68,856	0,044778
68,894	0,040055
68,932	0,037879
68,97	0,036377
69,008	0,030986
69,046	0,02947
69,084	0,026961
69,122	0,024584
69,16	0,024206
69,198	0,019458
69,236	0,018129
69,274	0,015783
69,312	0,01487
69,35	0,013916
69,388	0,010713
69,426	0,011628
69,464	0,010283
69,502	0,0082
69,54	0,0074
69,578	0,005742
69,616	0,00575
69,654	0,007983
69,692	0,005644
69,73	0,006426
69,768	0,003133
69,806	0,002885
69,844	0,003786
69,882	-0,000186
69,92	-0,004581
69,958	-0,00577
69,996	-0,007263
70,034	-0,001595
70,072	-0,001993
70,11	-0,000337
70,148	-0,003305
70,186	-0,00555
70,224	-0,003239
70,262	-0,007942
70,3	-0,0097
70,338	-0,007039
70,376	-0,007453
70,414	-0,007182
70,452	-0,010796
70,49	-0,012861
70,528	-0,013054
70,566	-0,009654
70,604	-0,008933
70,642	-0,010192
70,68	-0,010952
70,718	-0,010006
70,756	-0,011381
70,794	-0,013488
70,832	-0,013715
70,87	-0,012287
70,908	-0,015022
70,946	-0,013622
70,984	-0,011986
71,022	-0,012202
71,06	-0,012656
71,098	-0,010762
71,136	-0,008022
71,174	-0,007537
71,212	-0,009368
71,25	-0,00971
71,288	-0,010923
71,326	-0,011709
71,364	-0,011141
71,402	-0,009752
71,44	-0,009391
71,478	-0,007469
71,516	-0,008461
71,554	-0,012118
71,592	-0,013416
71,63	-0,015925
71,668	-0,012457
71,706	-0,009969
71,744	-0,009655
71,782	-0,009535
71,82	-0,011489
71,858	-0,011233
71,896	-0,011669
71,934	-0,009403
71,972	-0,006966
72,01	-0,007263
72,048	-0,005691
72,086	-0,006712
72,124	-0,006852
72,162	-0,007171
72,2	-0,007186
72,238	-0,005384
72,276	-0,007236
72,314	-0,007509
72,352	-0,007489
72,39	-0,006973
72,428	-0,00847
72,466	-0,008599
72,504	-0,007597
72,542	-0,007276
72,58	-0,007171
72,618	-0,006168
72,656	-0,00893
72,694	-0,004771
72,732	-0,006034
72,77	-0,006922
72,808	-0,005929
72,846	-0,007236
72,884	-0,005526
72,922	-0,005786
72,96	-0,009001
72,998	-0,012381
73,036	-0,012898
73,074	-0,011658
73,112	-0,008707
73,15	-0,008004
73,188	-0,009268
73,226	-0,007781
73,264	-0,001886
73,302	0,006137
73,34	0,021371
73,378	0,036566
73,416	0,048367
73,454	0,061383
73,492	0,07112
73,53	0,080694
73,568	0,089058
73,606	0,095249
73,644	0,100299
73,682	0,104561
73,72	0,105261
73,758	0,106782
73,796	0,10434
73,834	0,100402
73,872	0,101856
73,91	0,10145
73,948	0,09511
73,986	0,091155
74,024	0,091065
74,062	0,087944
74,1	0,086653
74,138	0,086825
74,176	0,082644
74,214	0,08134
74,252	0,078642
74,29	0,077952
74,328	0,073412
74,366	0,073292
74,404	0,071161
74,442	0,069203
74,48	0,06509
74,518	0,062768
74,556	0,060344
74,594	0,059728
74,632	0,057388
74,67	0,056532
74,708	0,056905
74,746	0,056303
74,784	0,054126
74,822	0,050442
74,86	0,047449
74,898	0,044417
74,936	0,044978
74,974	0,04269
75,012	0,03758
75,05	0,037906
75,088	0,037875
75,126	0,041181
75,164	0,039985
75,202	0,0389
75,24	0,036419
75,278	0,030842
75,316	0,026282
75,354	0,023686
75,392	0,02783
75,43	0,028555
75,468	0,028598
75,506	0,02383
75,544	0,022085
75,582	0,017779
75,62	0,016315
75,658	0,01756
75,696	0,017522
75,734	0,01964
75,772	0,01715
75,81	0,014835
75,848	0,014866
75,886	0,01694
75,924	0,014355
75,962	0,013063
76	0,013987
76,038	0,012416
76,076	0,010778
76,114	0,011438
76,152	0,014716
76,19	0,017001
76,228	0,015369
76,266	0,014025
76,304	0,015111
76,342	0,014346
76,38	0,013738
76,418	0,012857
76,456	0,011348
76,494	0,009888
76,532	0,005574
76,57	0,001245
76,608	-0,000795
76,646	-0,000838
76,684	-0,002677
76,722	-0,004987
76,76	-0,00534
76,798	-0,005855
76,836	-0,006042
76,874	-0,004777
76,912	-0,002821
76,95	-0,004226
76,988	-0,003821
77,026	-0,005799
77,064	-0,001122
77,102	-0,000996
77,14	-0,00137
77,178	-0,002672
77,216	-0,003923
77,254	-0,005034
77,292	-0,00327
77,33	-0,002141
77,368	-0,005168
77,406	-0,006832
77,444	-0,006803
77,482	-0,006187
77,52	-0,001242
77,558	-0,003154
77,596	-0,003218
77,634	-0,002269
77,672	-0,00396
77,71	-0,004666
77,748	-0,001635
77,786	-0,001813
77,824	-0,004445
77,862	-0,00573
77,9	-0,00682
77,938	-0,005444
77,976	-0,002124
78,014	-0,002065
78,052	-0,002143
78,09	-0,003263
78,128	0,001237
78,166	0,00218
78,204	-0,001263
78,242	-0,002432
78,28	-0,00429
78,318	-0,006924
78,356	-0,005369
78,394	-0,004869
78,432	-0,005704
78,47	-0,00898
78,508	-0,009133
78,546	-0,007005
78,584	-0,007314
78,622	-0,0083
78,66	-0,008563
78,698	-0,005194
78,736	-0,004171
78,774	-0,004939
78,812	-0,004408
78,85	-0,001825
78,888	-0,001975
78,926	-0,001655
78,964	0,003326
79,002	0,006551
79,04	0,00693
79,078	0,005464
79,116	0,006234
79,154	0,005967
79,192	0,005665
79,23	0,00363
79,268	0,000158
79,306	0,000298
79,344	0,004148
79,382	0,012519
79,42	0,024269
79,458	0,034017
79,496	0,045981
79,534	0,05761
79,572	0,06674
79,61	0,077675
79,648	0,087314
79,686	0,097894
79,724	0,103415
79,762	0,10831
79,8	0,114033
79,838	0,11191
79,876	0,109751
79,914	0,108648
79,952	0,110744
79,99	0,107116
80,028	0,108205
80,066	0,106377
80,104	0,107047
80,142	0,102492
80,18	0,097179
80,218	0,092529
80,256	0,089413
80,294	0,084926
80,332	0,078789
80,37	0,072163
80,408	0,069062
80,446	0,06769
80,484	0,064804
80,522	0,061748
80,56	0,059637
80,598	0,061668
80,636	0,061548
80,674	0,062177
80,712	0,060686
80,75	0,060956
80,788	0,061339
80,826	0,059181
80,864	0,057811
80,902	0,057354
80,94	0,05346
80,978	0,054381
81,016	0,0523
81,054	0,052702
81,092	0,05159
81,13	0,047983
81,168	0,051104
81,206	0,049967
81,244	0,04556
81,282	0,040001
81,32	0,039902
81,358	0,042928
81,396	0,042226
81,434	0,036421
81,472	0,037156
81,51	0,031762
81,548	0,028798
81,586	0,032036
81,624	0,029527
81,662	0,031253
81,7	0,029603
81,738	0,025053
81,776	0,024774
81,814	0,024149
81,852	0,019928
81,89	0,020436
81,928	0,017621
81,966	0,015417
82,004	0,014069
82,042	0,017798
82,08	0,016881
82,118	0,016448
82,156	0,016225
82,194	0,015197
82,232	0,018658
82,27	0,016617
82,308	0,013424
82,346	0,012934
82,384	0,012166
82,422	0,01277
82,46	0,011639
82,498	0,005317
82,536	0,008382
82,574	0,011725
82,612	0,009195
82,65	0,005971
82,688	0,007218
82,726	0,00138
82,764	0,00243
82,802	0,000601
82,84	0,004928
82,878	-0,0001
82,916	-0,002279
82,954	-0,004612
82,992	-0,005477
83,03	-0,007549
83,068	-0,008922
83,106	-0,00848
83,144	-0,007352
83,182	-0,007309
83,22	-0,007684
83,258	-0,00387
83,296	-0,002985
83,334	-0,002667
83,372	-0,003338
83,41	-0,000233
83,448	-0,003246
83,486	-0,004406
83,524	-0,005739
83,562	-0,006753
83,6	-0,005952
83,638	-0,006745
83,676	-0,007563
83,714	-0,011093
83,752	-0,008331
83,79	-0,007951
83,828	-0,006389
83,866	-0,00799
83,904	-0,00719
83,942	-0,007463
83,98	-0,005926
84,018	-0,006265
84,056	-0,003125
84,094	-0,00572
84,132	-0,009223
84,17	-0,008866
84,208	-0,006036
84,246	-0,008744
84,284	-0,008246
84,322	-0,007952
84,36	-0,004608
84,398	-0,004715
84,436	-0,001914
84,474	-0,004812
84,512	-0,002086
84,55	-0,003077
84,588	-0,004025
84,626	-0,00598
84,664	-0,00575
84,702	-0,003767
84,74	-0,003347
84,778	-0,000894
84,816	-0,000506
84,854	0,000929
84,892	0,004534
84,93	0,006186
84,968	0,007002
85,006	0,007331
85,044	0,005537
85,082	0,004173
85,12	0,004313
85,158	0,008146
85,196	0,006436
85,234	0,007277
85,272	0,003972
85,31	0,005888
85,348	0,004725
85,386	0,007165
85,424	0,010346
85,462	0,017685
85,5	0,021843
85,538	0,033383
85,576	0,042271
85,614	0,056529
85,652	0,068085
85,69	0,07923
85,728	0,086747
85,766	0,093504
85,804	0,100831
85,842	0,102629
85,88	0,105377
85,918	0,107611
85,956	0,100024
85,994	0,098705
86,032	0,097776
86,07	0,09832
86,108	0,093976
86,146	0,091742
86,184	0,090732
86,222	0,089173
86,26	0,085643
86,298	0,080741
86,336	0,080083
86,374	0,080845
86,412	0,08143
86,45	0,080458
86,488	0,07689
86,526	0,074513
86,564	0,072081
86,602	0,066574
86,64	0,065566
86,678	0,064005
86,716	0,063969
86,754	0,063318
86,792	0,057558
86,83	0,052218
86,868	0,053438
86,906	0,047089
86,944	0,05087
86,982	0,047265
87,02	0,042767
87,058	0,042957
87,096	0,041392
87,134	0,039105
87,172	0,036895
87,21	0,034336
87,248	0,035769
87,286	0,031681
87,324	0,025944
87,362	0,027148
87,4	0,033942
87,438	0,040875
87,476	0,053971
87,514	0,066627
87,552	0,077548
87,59	0,089908
87,628	0,099218
87,666	0,102614
87,704	0,104089
87,742	0,112373
87,78	0,11054
87,818	0,112063
87,856	0,110367
87,894	0,111274
87,932	0,112095
87,97	0,108773
88,008	0,108842
88,046	0,109891
88,084	0,107581
88,122	0,104661
88,16	0,101798
88,198	0,098955
88,236	0,099329
88,274	0,095424
88,312	0,089871
88,35	0,088243
88,388	0,08743
88,426	0,0812
88,464	0,078095
88,502	0,071438
88,54	0,070569
88,578	0,063773
88,616	0,064439
88,654	0,064542
88,692	0,059607
88,73	0,056986
88,768	0,052846
88,806	0,049918
88,844	0,045535
88,882	0,04518
88,92	0,042683
88,958	0,038314
88,996	0,036748
89,034	0,037199
89,072	0,036051
89,11	0,029196
89,148	0,028647
89,186	0,02556
89,224	0,024663
89,262	0,025121
89,3	0,019421
89,338	0,013122
89,376	0,015723
89,414	0,011704
89,452	0,008835
89,49	0,009974
89,528	0,009339
89,566	0,007799
89,604	0,005052
89,642	0,005137
89,68	-0,000739
89,718	-0,005586
89,756	-0,008706
89,794	-0,006725
89,832	-0,002507
89,87	-0,002045
89,908	-0,002231
89,946	0,000165
89,984	0,000869
90,022	0,000438
90,06	-0,005628
90,098	-0,003751
90,136	-0,004899
90,174	-0,003853
90,212	-0,002004
90,25	-0,008494
90,288	-0,007823
90,326	-0,009034
90,364	-0,010976
90,402	-0,015004
90,44	-0,017384
90,478	-0,013265
90,516	-0,011348
90,554	-0,01187
90,592	-0,007316
90,63	-0,008021
90,668	-0,012678
90,706	-0,014386
90,744	-0,015457
90,782	-0,013993
90,82	-0,014763
90,858	-0,017128
90,896	-0,016535
90,934	-0,013803
90,972	-0,008319
91,01	-0,005364
91,048	-0,004814
91,086	-0,00083
91,124	-0,002848
91,162	-0,00353
91,2	-0,001971
91,238	-0,003833
91,276	-0,00641
91,314	-0,010463
91,352	-0,008383
91,39	-0,007028
91,428	-0,006224
91,466	-0,006761
91,504	-0,00483
91,542	0,004022
91,58	0,013311
91,618	0,028258
91,656	0,04005
91,694	0,051776
91,732	0,059808
91,77	0,067015
91,808	0,076756
91,846	0,086624
91,884	0,096284
91,922	0,097452
91,96	0,103231
91,998	0,107215
92,036	0,110853
92,074	0,108273
92,112	0,107777
92,15	0,106817
92,188	0,100322
92,226	0,09762
92,264	0,091449
92,302	0,090315
92,34	0,084712
92,378	0,077798
92,416	0,077662
92,454	0,072154
92,492	0,070733
92,53	0,065874
92,568	0,068376
92,606	0,065986
92,644	0,064123
92,682	0,061971
92,72	0,060358
92,758	0,058775
92,796	0,056643
92,834	0,055357
92,872	0,05644
92,91	0,057452
92,948	0,053507
92,986	0,050457
93,024	0,04815
93,062	0,04646
93,1	0,043816
93,138	0,042939
93,176	0,038781
93,214	0,038004
93,252	0,036274
93,29	0,036569
93,328	0,036666
93,366	0,033883
93,404	0,035132
93,442	0,036955
93,48	0,040192
93,518	0,040477
93,556	0,036547
93,594	0,03377
93,632	0,029382
93,67	0,025694
93,708	0,023266
93,746	0,022143
93,784	0,018291
93,822	0,019377
93,86	0,014123
93,898	0,010501
93,936	0,010265
93,974	0,009653
94,012	0,010759
94,05	0,006867
94,088	0,006443
94,126	0,007329
94,164	0,008513
94,202	0,003165
94,24	0,00268
94,278	0,006798
94,316	0,00446
94,354	0,00361
94,392	0,007594
94,43	0,009484
94,468	0,007348
94,506	0,000578
94,544	0,003151
94,582	0,003354
94,62	-0,000388
94,658	-0,00218
94,696	-0,001365
94,734	-0,003449
94,772	-0,003657
94,81	0,000188
94,848	0,002079
94,886	0,003546
94,924	-0,001175
94,962	-0,002838
95	-0,001185
95,038	-0,000126
95,076	0,002165
95,114	0,000315
95,152	0,004938
95,19	0,012367
95,228	0,021965
95,266	0,034767
95,304	0,048136
95,342	0,057229
95,38	0,066274
95,418	0,074966
95,456	0,084827
95,494	0,093206
95,532	0,10067
95,57	0,099134
95,608	0,104593
95,646	0,111099
95,684	0,111692
95,722	0,109473
95,76	0,104978
95,798	0,102198
95,836	0,099326
95,874	0,095178
95,912	0,093206
95,95	0,092826
95,988	0,089803
96,026	0,091368
96,064	0,08985
96,102	0,084841
96,14	0,081322
96,178	0,078251
96,216	0,071382
96,254	0,071643
96,292	0,072068
96,33	0,068822
96,368	0,062643
96,406	0,061126
96,444	0,05794
96,482	0,052277
96,52	0,051191
96,558	0,051856
96,596	0,051522
96,634	0,045823
96,672	0,041104
96,71	0,040223
96,748	0,038974
96,786	0,037835
96,824	0,036683
96,862	0,037244
96,9	0,035572
96,938	0,036533
96,976	0,037173
97,014	0,036454
97,052	0,039824
97,09	0,041467
97,128	0,041106
97,166	0,039504
97,204	0,037655
97,242	0,03456
97,28	0,037633
97,318	0,033187
97,356	0,029767
97,394	0,024485
97,432	0,023084
97,47	0,021613
97,508	0,021646
97,546	0,022612
97,584	0,025656
97,622	0,02776
97,66	0,035084
97,698	0,046887
97,736	0,056871
97,774	0,069886
97,812	0,084521
97,85	0,094008
97,888	0,099301
97,926	0,102713
97,964	0,106925
98,002	0,114569
98,04	0,112535
98,078	0,118509
98,116	0,116371
98,154	0,120028
98,192	0,119935
98,23	0,120217
98,268	0,118279
98,306	0,116475
98,344	0,114272
98,382	0,112933
98,42	0,110609
98,458	0,104077
98,496	0,098036
98,534	0,093386
98,572	0,09097
98,61	0,085883
98,648	0,08085
98,686	0,077922
98,724	0,075305
98,762	0,071919
98,8	0,068311
98,838	0,067703
98,876	0,065073
98,914	0,060923
98,952	0,058233
98,99	0,055528
99,028	0,052506
99,066	0,048303
99,104	0,045478
99,142	0,043744
99,18	0,044651
99,218	0,041263
99,256	0,041569
99,294	0,043813
99,332	0,041592
99,37	0,037511
99,408	0,033425
99,446	0,031069
99,484	0,028365
99,522	0,022567
99,56	0,018851
99,598	0,017266
99,636	0,013119
99,674	0,005448
99,712	0,005916
99,75	0,001224
99,788	0,003573
99,826	0,004124
99,864	0,002788
99,902	0,00504
99,94	-0,00217
99,978	-0,001195
100,016	-0,000881
100,054	-0,001016
100,092	-0,004728
100,13	-0,005584
100,168	-0,006658
100,206	-0,008427
100,244	-0,010557
100,282	-0,009601
100,32	-0,013209
100,358	-0,01476
100,396	-0,014439
100,434	-0,01749
100,472	-0,018614
100,51	-0,021483
100,548	-0,017716
100,586	-0,019656
100,624	-0,017371
100,662	-0,016215
100,7	-0,015694
100,738	-0,018335
100,776	-0,019249
100,814	-0,016516
100,852	-0,017019
100,89	-0,018089
100,928	-0,024856
100,966	-0,021819
101,004	-0,021444
101,042	-0,020414
101,08	-0,019408
101,118	-0,021131
101,156	-0,019757
101,194	-0,021343
101,232	-0,02068
101,27	-0,020771
101,308	-0,023848
101,346	-0,024483
101,384	-0,025041
101,422	-0,025588
101,46	-0,025293
101,498	-0,02005
101,536	-0,020371
101,574	-0,022153
101,612	-0,018312
101,65	-0,017285
101,688	-0,015802
101,726	-0,014681
101,764	-0,011811
101,802	-0,013771
101,84	-0,015199
101,878	-0,014973
101,916	-0,014966
101,954	-0,013715
101,992	-0,014768
102,03	-0,012922
102,068	-0,010949
102,106	-0,006701
102,144	-0,008839
102,182	-0,006939
102,22	-0,00541
102,258	-0,007211
102,296	-0,002543
102,334	0,001063
102,372	0,00113
102,41	-0,000886
102,448	-0,002772
102,486	-0,00423
102,524	-0,008475
102,562	-0,009766
102,6	-0,01026
102,638	-0,007701
102,676	-0,004373
102,714	-0,004769
102,752	-0,007404
102,79	-0,006621
102,828	-0,008336
102,866	-0,006047
102,904	-0,003639
102,942	-0,002413
102,98	-0,00142
103,018	0,000283
103,056	0,00124
103,094	0,000088
103,132	-0,001162
103,17	-0,001372
103,208	-0,001256
103,246	-0,002949
103,284	-0,001766
103,322	-0,001618
103,36	-0,003654
103,398	-0,002749
103,436	-0,002985
103,474	-0,00919
103,512	-0,009335
103,55	-0,00254
103,588	-0,001806
103,626	-0,006892
103,664	-0,005952
103,702	-0,006166
103,74	-0,003597
103,778	0,011754
103,816	0,026837
103,854	0,038544
103,892	0,054569
103,93	0,064864
103,968	0,072763
104,006	0,080927
104,044	0,088239
104,082	0,090084
104,12	0,094248
104,158	0,102793
104,196	0,103838
104,234	0,104557
104,272	0,105059
104,31	0,102917
104,348	0,102279
104,386	0,102781
104,424	0,099515
104,462	0,097141
104,5	0,091705
104,538	0,08684
104,576	0,08989
104,614	0,090978
104,652	0,088193
104,69	0,088572
104,728	0,087501
104,766	0,082712
104,804	0,079558
104,842	0,077329
104,88	0,078598
104,918	0,07778
104,956	0,076093
104,994	0,071326
105,032	0,074565
105,07	0,068465
105,108	0,069312
105,146	0,063378
105,184	0,065646
105,222	0,060456
105,26	0,054987
105,298	0,053303
105,336	0,049125
105,374	0,046689
105,412	0,045585
105,45	0,041782
105,488	0,038904
105,526	0,036845
105,564	0,033483
105,602	0,029417
105,64	0,028895
105,678	0,02927
105,716	0,027278
105,754	0,020862
105,792	0,019622
105,83	0,019297
105,868	0,019832
105,906	0,018028
105,944	0,022915
105,982	0,019941
106,02	0,021342
106,058	0,019715
106,096	0,016601
106,134	0,015045
106,172	0,015095
106,21	0,01455
106,248	0,016782
106,286	0,013432
106,324	0,01082
106,362	0,006622
106,4	0,007166
106,438	0,007591
106,476	0,007437
106,514	0,007608
106,552	0,006561
106,59	0,005093
106,628	-0,000196
106,666	-0,002646
106,704	0,0039
106,742	0,002839
106,78	0,005015
106,818	0,001673
106,856	0,001747
106,894	-0,001564
106,932	0,00068
106,97	0,000185
107,008	-0,001077
107,046	0,002219
107,084	0,001683
107,122	0,001994
107,16	0,003808
107,198	0,002904
107,236	0,001354
107,274	-0,00159
107,312	0,005085
107,35	0,00633
107,388	0,003826
107,426	0,008133
107,464	0,01288
107,502	0,012846
107,54	0,013249
107,578	0,009783
107,616	0,011201
107,654	0,009055
107,692	0,006637
107,73	0,010854
107,768	0,011559
107,806	0,013914
107,844	0,009006
107,882	0,004083
107,92	-0,000312
107,958	-0,002609
107,996	-0,002901
108,034	-0,003304
108,072	-0,002882
108,11	-0,001074
108,148	-0,00433
108,186	-0,004595
108,224	0,000837
108,262	0,001547
108,3	0,003923
108,338	0,000329
108,376	-0,000323
108,414	0,001192
108,452	0,000259
108,49	-0,000979
108,528	0,002197
108,566	0,000654
108,604	-0,0012
108,642	0,003879
108,68	0,001171
108,718	0,005331
108,756	0,006157
108,794	0,004006
108,832	0,004436
108,87	0,004214
108,908	0,003286
108,946	0,000755
108,984	-0,000579
109,022	0,000849
109,06	-0,002849
109,098	-0,006008
109,136	-0,002225
109,174	-0,000213
109,212	0,001139
109,25	-0,002086
109,288	-0,001043
109,326	-0,000173
109,364	-0,003369
109,402	0,000385
109,44	0,001457
109,478	0,004449
109,516	0,002362
109,554	0,003973
109,592	0,009072
109,63	0,008786
109,668	0,00952
109,706	0,011798
109,744	0,011378
109,782	0,01184
109,82	0,015723
109,858	0,022702
109,896	0,02967
109,934	0,040657
109,972	0,049919
110,01	0,061894
110,048	0,069073
110,086	0,079375
110,124	0,083555
110,162	0,086428
110,2	0,091982
110,238	0,091153
110,276	0,092729
110,314	0,090002
110,352	0,093179
110,39	0,088714
110,428	0,087761
110,466	0,085469
110,504	0,08255
110,542	0,080837
110,58	0,07759
110,618	0,073184
110,656	0,071257
110,694	0,065953
110,732	0,063715
110,77	0,065035
110,808	0,060698
110,846	0,059368
110,884	0,055578
110,922	0,051097
110,96	0,050507
110,998	0,051955
111,036	0,054071
111,074	0,052488
111,112	0,04962
111,15	0,044881
111,188	0,042733
111,226	0,042728
111,264	0,040841
111,302	0,043743
111,34	0,041304
111,378	0,040845
111,416	0,037667
111,454	0,036596
111,492	0,032213
111,53	0,032722
111,568	0,030188
111,606	0,026798
111,644	0,026089
111,682	0,023458
111,72	0,022192
111,758	0,01781
111,796	0,017462
111,834	0,013946
111,872	0,015282
111,91	0,017411
111,948	0,015356
111,986	0,018818
112,024	0,019155
112,062	0,021851
112,1	0,021551
112,138	0,016837
112,176	0,017714
112,214	0,017788
112,252	0,017564
112,29	0,016124
112,328	0,016303
112,366	0,0176
112,404	0,014288
112,442	0,014402
112,48	0,014281
112,518	0,014288
112,556	0,01216
112,594	0,013799
112,632	0,010047
112,67	0,007675
112,708	0,009835
112,746	0,011564
112,784	0,005752
112,822	0,002334
112,86	0,001115
112,898	-0,00118
112,936	-0,001578
112,974	-0,00797
113,012	-0,002212
113,05	-0,003663
113,088	-0,002882
113,126	-0,001481
113,164	-0,002092
113,202	0,002715
113,24	0,013293
113,278	0,023931
113,316	0,03746
113,354	0,051239
113,392	0,060826
113,43	0,071285
113,468	0,084023
113,506	0,09291
113,544	0,100965
113,582	0,102485
113,62	0,104713
113,658	0,104035
113,696	0,107768
113,734	0,10576
113,772	0,102973
113,81	0,100773
113,848	0,100614
113,886	0,096725
113,924	0,095869
113,962	0,096394
114	0,0935
114,038	0,090516
114,076	0,087292
114,114	0,081566
114,152	0,080902
114,19	0,078959
114,228	0,074935
114,266	0,06833
114,304	0,071553
114,342	0,071163
